counterfactual_effect,dataset,decision,holdout_ci_high,holdout_ci_low,holdout_effect,hypothesis,p_value,q_value,query,reason,support_holdout,support_validation,validation_effect
0.1905511811023622,GermanCredit,accepted,0.4433276305756767,0.18303939104168349,0.3135,IF x1 = 1 AND x4 = 1 THEN y = 1 increases,0.0038314176245210726,0.008359456635318703,german_checking_bad = 1 AND german_savings_low = 1 -> P(y=1) increases,passes all verification gates,0.24242424242424243,0.21212121212121213,0.32307692307692304
0.14359460598398655,GermanCredit,accepted,0.41469877312829356,0.1911043346551175,0.29292929292929293,IF x1 = 1 THEN y = 1 increases,0.0038314176245210726,0.008359456635318703,german_checking_bad = 1 -> P(y=1) increases,passes all verification gates,0.3,0.2545454545454545,0.2871660859465738
0.19273723275556834,GermanCredit,accepted,0.39359722594478697,0.17573473320158103,0.27869352869352865,IF x2 = 1 AND x4 = 1 THEN y = 1 increases,0.0038314176245210726,0.008359456635318703,german_duration_ge_24 = 1 AND german_savings_low = 1 -> P(y=1) increases,passes all verification gates,0.23636363636363636,0.24848484848484848,0.23809992132179386
0.11384602873793763,GermanCredit,accepted,0.28175307881773404,0.05653454096796431,0.16425619834710747,IF x3 = 1 AND x4 = 1 THEN y = 1 increases,0.0038314176245210726,0.008359456635318703,german_credit_amount_high = 1 AND german_savings_low = 1 -> P(y=1) increases,passes all verification gates,0.26666666666666666,0.3303030303030303,0.18282203495371335
0.13478032039561544,GermanCredit,accepted,0.23096135283635286,0.06001171965075015,0.14890662964248522,IF x4 = 1 THEN y = 1 increases,0.0038314176245210726,0.008359456635318703,german_savings_low = 1 -> P(y=1) increases,passes all verification gates,0.6090909090909091,0.6151515151515151,0.1903727551297467
-0.09298074547637869,GermanCredit,rejected,0.009856831392936216,-0.21665894830362598,-0.10165984642972092,IF x9 = 1 THEN y = 1 decreases,0.0038314176245210726,0.008359456635318703,german_housing_own = 1 -> P(y=1) decreases,held-out effect does not replicate,0.7242424242424242,0.6757575757575758,-0.15263400528058335
0.2660526836997425,GermanCredit,rejected,0.335067525414536,-0.01101797515199577,0.14915598192048707,IF x2 = 1 AND x5 = 1 THEN y = 1 increases,0.01532567049808429,0.026272577996715927,german_duration_ge_24 = 1 AND german_employed_short = 1 -> P(y=1) increases,held-out effect does not replicate,0.11212121212121212,0.07575757575757576,0.27540983606557373
0.11544084934530732,GermanCredit,rejected,0.20618595931246503,-0.027186361725973666,0.09262485481997679,IF x5 = 1 THEN y = 1 increases,0.01532567049808429,0.026272577996715927,german_employed_short = 1 -> P(y=1) increases,held-out effect does not replicate,0.2545454545454545,0.22424242424242424,0.14695945945945948
0.2080841163324465,GermanCredit,rejected,0.18127911230337765,-0.12805853647765414,0.01091269841269843,IF x3 = 1 AND x5 = 1 THEN y = 1 increases,0.01532567049808429,0.026272577996715927,german_credit_amount_high = 1 AND german_employed_short = 1 -> P(y=1) increases,held-out effect does not replicate,0.12727272727272726,0.10909090909090909,0.2046485260770975
0.093477943636506,GermanCredit,rejected,0.21749095660949647,-0.0021482179992035775,0.10460460460460458,IF x2 = 1 AND x3 = 1 THEN y = 1 increases,0.0421455938697318,0.05949966193373902,german_duration_ge_24 = 1 AND german_credit_amount_high = 1 -> P(y=1) increases,not significant after FDR correction; held-out effect does not replicate,0.32727272727272727,0.3303030303030303,0.10062684212711198
0.10193806234312874,GermanCredit,rejected,0.11459170722757642,-0.07260968242743601,0.020755484849605932,IF x6 = 1 THEN y = 1 increases,0.04597701149425287,0.06130268199233716,german_installment_high = 1 -> P(y=1) increases,not significant after FDR correction; held-out effect does not replicate,0.4575757575757576,0.46060606060606063,0.10356298048492019
0.10271866503497887,GermanCredit,rejected,0.2893813104614322,0.08145947785313898,0.18609022556390978,IF x2 = 1 THEN y = 1 increases,0.05363984674329502,0.0677555958862674,german_duration_ge_24 = 1 -> P(y=1) increases,not significant after FDR correction,0.42424242424242425,0.4212121212121212,0.08678292967720064
0.31516807098202443,GermanCredit,rejected,0.308503356654669,-0.07664576802507839,0.11823248407643311,IF x11 = 1 THEN y = 1 increases,0.06130268199233716,0.0735632183908046,german_foreign_worker = 1 -> P(y=1) increases,not significant after FDR correction; held-out effect does not replicate,0.9515151515151515,0.9636363636363636,0.2720125786163522
0.023830838677843857,GermanCredit,rejected,0.26259008550279883,-0.011915922207289119,0.12842190016103056,IF x8 = 1 THEN y = 1 increases,0.1111111111111111,0.12698412698412698,german_property_unknown = 1 -> P(y=1) increases,not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0.16363636363636364,0.1696969696969697,0.10010427528675703
-0.04797601199400304,GermanCredit,rejected,0.5990506690544608,0.20061283008348968,0.3954248366013072,IF x1 = 1 AND x5 = 1 THEN y = 1 increases,0.23371647509578544,0.2549634273772205,german_checking_bad = 1 AND german_employed_short = 1 -> P(y=1) increases,not significant after FDR correction; matched counterfactual contrast is weak,0.07272727272727272,0.0696969696969697,0.09602039371193882
0.1257309941520468,GermanCredit,rejected,-0.165078263645414,-0.3614402165156022,-0.27573998017278,IF x0 = 1 AND x5 = 1 THEN y = 1 increases,0.3946360153256705,0.41179410294852575,german_checking_none = 1 AND german_employed_short = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; held-out effect does not replicate,0.0696969696969697,0.05454545454545454,0.045940170940170943
0.03493772937047789,GermanCredit,rejected,0.024371637804360125,-0.1621465575738595,-0.07123440997761432,IF x10 = 1 THEN y = 1 decreases,0.7049808429118773,0.7049808429118775,german_existing_credit_multi = 1 -> P(y=1) decreases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0.3575757575757576,0.3575757575757576,0.01630956188039656
