category,method,reason,seed,suite
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,LLMStress
uncompiled,StatisticalFilter,unknown feature x999,0,LLMStress
uncompiled,StatisticalFilter,hypothesis must contain an IF ... THEN ... structure,0,LLMStress
shifted,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,LLMStress
shifted,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,LLMStress
rare,FullVerifier,insufficient support; not significant after FDR correction,0,LLMStress
true,FullVerifier,not significant after FDR correction,0,LLMStress
redundant,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak,0,LLMStress
true,FullVerifier,not significant after FDR correction,0,LLMStress
redundant,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak,0,LLMStress
true,FullVerifier,not significant after FDR correction,0,LLMStress
redundant,FullVerifier,not significant after FDR correction,0,LLMStress
confounded,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,LLMStress
null,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,LLMStress
null,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,LLMStress
uncompiled,FullVerifier,unknown feature x999,0,LLMStress
uncompiled,FullVerifier,hypothesis must contain an IF ... THEN ... structure,0,LLMStress
shifted,StatisticalFilter,insufficient support,0,ExhaustiveRules
shifted,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support,0,ExhaustiveRules
confounded,StatisticalFilter,not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,insufficient support,0,ExhaustiveRules
shifted,FullVerifier,insufficient support,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support,0,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,0,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,0,ExhaustiveRules
confounded,FullVerifier,matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,not significant after FDR correction; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,0,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,0,ExhaustiveRules
