counterfactual_effect,dataset,decision,family,holdout_ci_high,holdout_ci_low,holdout_effect,hypothesis,p_value,q_value,query,reason,split,support_holdout,support_validation,validation_effect
0.1786676997204084,BankMarketingMonth,accepted,interaction,0.17788046898062934,0.14087874829668942,0.15952346200160172,IF x12 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_duration_ge_180 = 1 -> P(y=1) increases,passes all verification gates,May-Jun/Jul-Aug/Nov,0.45184101438673496,0.46727082085080884,0.17862000878047543
0.4185667593595871,BankMarketingMonth,accepted,history,0.10889636771660643,0.06042344047311515,0.08593427388283481,IF x17 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_previous_contact = 1 -> P(y=1) increases,passes all verification gates,May-Jun/Jul-Aug/Nov,0.2448183369909778,0.05145296584781306,0.42646291657543994
-0.05629408963104018,BankMarketingMonth,accepted,credit,-0.02969760309973098,-0.07905406575913755,-0.05541701337771234,IF x7 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_default_unknown = 1 -> P(y=1) decreases,passes all verification gates,May-Jun/Jul-Aug/Nov,0.10363326018044379,0.22273816656680648,-0.05470316845046094
-0.040434317905037626,BankMarketingMonth,accepted,campaign+occupation,-0.007642086378323932,-0.08832089359914787,-0.052543166940307015,IF x3 = 1 AND x15 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases,passes all verification gates,May-Jun/Jul-Aug/Nov,0.029017312850524262,0.06807968843618933,-0.042232624773367
0.15287540514207282,BankMarketingMonth,rejected,interaction+occupation,0.6847684968393344,0.37362757548070596,0.5350985141909659,IF x4 = 1 AND x13 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_job_retired = 1 AND bank_duration_ge_300 = 1 -> P(y=1) increases,insufficient support,May-Jun/Jul-Aug/Nov,0.009266032674957328,0.014829239065308569,0.3161153883367659
0.5916197216845765,BankMarketingMonth,rejected,history,0.5708776197924361,0.41694275192768765,0.4942026977087953,IF x18 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_poutcome_success = 1 -> P(y=1) increases,insufficient support,May-Jun/Jul-Aug/Nov,0.04023408924652524,0.023442180946674655,0.609925446075144
0.5916197216845765,BankMarketingMonth,rejected,history,0.5708776197924361,0.41694275192768765,0.4942026977087953,IF x18 = 1 AND x20 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_poutcome_success = 1 AND bank_pdays_recent = 1 -> P(y=1) increases,insufficient support,May-Jun/Jul-Aug/Nov,0.04023408924652524,0.023442180946674655,0.609925446075144
0.029751993510024,BankMarketingMonth,rejected,macro,0.4562201262513959,0.34839065671982955,0.4043489190548014,IF x25 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_confidence_ge_neg40 = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak,May-Jun/Jul-Aug/Nov,0.08705193855157278,0.47603355302576394,0.030102790014684286
0.16925876233587925,BankMarketingMonth,rejected,channel+occupation,0.4233177465887559,0.13297415787157327,0.2500200579962635,IF x5 = 1 AND x10 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_job_student = 1 AND bank_contact_cellular = 1 -> P(y=1) increases,insufficient support,May-Jun/Jul-Aug/Nov,0.010485247500609607,0.014604553624925104,0.2183460885596631
0.16196019240844345,BankMarketingMonth,rejected,occupation,0.3865394562653436,0.12334891610607689,0.23498888065233503,IF x5 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_job_student = 1 -> P(y=1) increases,insufficient support,May-Jun/Jul-Aug/Nov,0.013167520117044623,0.016551827441581787,0.2043618241658801
-0.04238035744804135,BankMarketingMonth,rejected,campaign+credit,-0.04958596753711955,-0.10898679013545304,-0.08301426990981255,IF x15 = 1 AND x7 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_campaign_gt_2 = 1 AND bank_default_unknown = 1 -> P(y=1) decreases,insufficient support,May-Jun/Jul-Aug/Nov,0.023896610582784687,0.08500599161174356,-0.0431844266979752
-0.03207862485382484,BankMarketingMonth,rejected,campaign+credit,-0.009249838476569367,-0.08527083094899268,-0.051274724043256566,IF x15 = 1 AND x9 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_campaign_gt_2 = 1 AND bank_loan_yes = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak,May-Jun/Jul-Aug/Nov,0.03291880029261156,0.06366087477531455,-0.032685217424035684
-0.022950387896325985,BankMarketingMonth,rejected,campaign,-0.022947553245925817,-0.06252870130463307,-0.04258820669409524,IF x15 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_campaign_gt_2 = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak,May-Jun/Jul-Aug/Nov,0.20238966105827846,0.37852007189934095,-0.02311082726414926
0.028591365541652633,BankMarketingMonth,rejected,demographic,0.06859696960793443,0.017724485890348283,0.041931806833091695,IF x0 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_age_ge_50 = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak,May-Jun/Jul-Aug/Nov,0.22189709826871495,0.21607249850209706,0.030173563559252575
-0.030150226309278893,BankMarketingMonth,rejected,occupation,-0.0124059251589606,-0.05757792279250068,-0.03712024033444772,IF x3 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_job_blue_collar = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak,May-Jun/Jul-Aug/Nov,0.1467934650085345,0.17757639304973039,-0.03259523725482506
0.24979015650650443,BankMarketingMonth,rejected,history,0.002843722606075339,-0.0421835419623558,-0.01964032683210941,IF x19 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_poutcome_failure = 1 -> P(y=1) increases,held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.20458424774445258,0.028010784901138407,0.25163110257342125
0.02935830238593624,BankMarketingMonth,rejected,channel,0.01777838866361614,-0.05081061084793696,-0.018082314536260635,IF x10 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_contact_cellular = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.8963667398195562,0.8991162372678251,0.031006630187186912
-0.02935830238593624,BankMarketingMonth,rejected,channel,0.050810610847936956,-0.01777838866361616,0.018082314536260635,IF x11 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_contact_telephone = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.10363326018044379,0.10088376273217496,-0.031006630187186912
-0.017747948556621533,BankMarketingMonth,rejected,calendar,0.005875746365484481,-0.04189259500658731,-0.01718031323763705,IF x26 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_day_monday = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.1867837112899293,0.20506291192330736,-0.018562525368936086
-0.35592318785660493,BankMarketingMonth,rejected,macro,0.0,0.0,0.0,IF x22 = 1 THEN y = 1 decreases,0.001996007984031936,0.0025111068186208225,bank_euribor_high = 1 -> P(y=1) decreases,insufficient support; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.0,0.8882564409826244,-0.36240409785296734
0.35592318785660493,BankMarketingMonth,rejected,macro,0.0,0.0,0.0,IF x23 = 1 THEN y = 1 increases,0.001996007984031936,0.0025111068186208225,bank_emp_var_negative = 1 -> P(y=1) increases,held-out effect does not replicate,May-Jun/Jul-Aug/Nov,1.0,0.11174355901737568,0.36240409785296734
0.01919053554556856,BankMarketingMonth,rejected,calendar,0.03854324191417356,-0.01467434344405689,0.010411957739398237,IF x27 = 1 THEN y = 1 increases,0.003992015968063872,0.004865269461077844,bank_day_friday = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.18410143867349427,0.15593169562612344,0.02086383732793956
-0.01352470273095308,BankMarketingMonth,rejected,demographic,-0.013523188221341638,-0.05231004269816057,-0.033937736952837264,IF x1 = 1 THEN y = 1 decreases,0.033932135728542916,0.038922155688622756,bank_married = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.6130212143379663,0.5961653684841223,-0.009456965838092538
0.013231003021059588,BankMarketingMonth,rejected,occupation,0.03247649603986563,-0.007589920975446735,0.012455842266743275,IF x2 = 1 THEN y = 1 increases,0.033932135728542916,0.038922155688622756,bank_job_admin = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.26456961716654476,0.28864589574595567,0.010434119744216222
-0.011211920635946908,BankMarketingMonth,rejected,credit,0.03395357714346369,-0.02148005704777751,0.004895253473845243,IF x9 = 1 THEN y = 1 decreases,0.05588822355289421,0.0622754491017964,bank_loan_yes = 1 -> P(y=1) decreases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.14776883686905634,0.15772917914919113,-0.011657790660695402
0.008164394649915347,BankMarketingMonth,rejected,campaign,0.04830805558825616,0.012922742011109581,0.03129701051797465,IF x16 = 1 THEN y = 1 increases,0.0718562874251497,0.07784431137724551,bank_campaign_eq_1 = 1 -> P(y=1) increases,weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.5167032431114362,0.39469742360695026,0.00824922156998921
0.01119954832562624,BankMarketingMonth,rejected,education+occupation,0.05345879556679682,-0.0009559409153030234,0.027029503554764203,IF x2 = 1 AND x6 = 1 THEN y = 1 increases,0.14770459081836326,0.15568862275449102,bank_job_admin = 1 AND bank_university_degree = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.15703486954401366,0.18491611743559017,0.006891817072543049
0.005405597100585579,BankMarketingMonth,rejected,education,0.03264336492970383,-0.0037051348003542717,0.014623131203201717,IF x6 = 1 THEN y = 1 increases,0.22954091816367264,0.23558146864166402,bank_university_degree = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.38649109973177276,0.34609047333732773,0.0035403800495370785
-0.0005435643595056817,BankMarketingMonth,rejected,credit,0.014340871016954814,-0.02209718923713143,-0.003979597297152679,IF x8 = 1 THEN y = 1 decreases,0.5129740518962076,0.5129740518962076,bank_housing_yes = 1 -> P(y=1) decreases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,May-Jun/Jul-Aug/Nov,0.5744940258473543,0.5390203714799281,-0.00026601931687621205
